sector;Institución;Código Institución;RUT Unidad de Compra;Código Unidad de Compra;Unidad de Compra;Región Unidad de Compra
Salud;SERVICIO DE SALUD ARAUCANIA SUR;7102;61.607.400-8;1057595;BIENESTAR;Araucanía
Salud;SERVICIO DE SALUD ARAUCANIA SUR;7102;61.607.400-8;1077482;ADMINISTRACIÓN DE FONDOS;Araucanía
Salud;SERVICIO DE SALUD ARAUCANIA SUR;7102;61.607.400-8;1103575;COMPLEJO ASISTENCIAL PADRE LAS CASAS;Atacama
Salud;SERVICIO DE SALUD ARAUCANIA SUR;7102;61.607.400-8;1187104;CONVENIO GORE ARAUCANIA;Araucanía
Salud;SERVICIO DE SALUD ARAUCANIA SUR;7102;61.607.400-8;2171;SERVICIO DE SALUD ARAUCANÍA SUR;Araucanía
Salud;SERVICIO SALUD DEL RELONCAVI;7104;61.607.700-7;1018239;SERVICIO DE SALUD DEL RELONCAVÍ;Los Lagos
Salud;SERVICIO SALUD DEL RELONCAVI;7104;61.607.700-7;1031856;COMPRA CONJUNTA SNSS;Los Lagos
Salud;SERVICIO SALUD DEL RELONCAVI;7104;61.607.700-7;1057536;SERVICIO DE SALUD DEL RELONCAVÍ;Los Lagos
Salud;SERVICIO SALUD DEL RELONCAVI;7104;61.607.700-7;1057731;BIENESTAR;Los Lagos
Salud;SERVICIO SALUD DEL RELONCAVI;7104;61.607.700-7;1057977;OBRAS CIVILES;Los Lagos
Salud;SERVICIO SALUD DEL RELONCAVI;7104;61.607.700-7;1077523;ADMINISTRACION DE FONDOS;Los Lagos
Salud;SERVICIO SALUD DEL RELONCAVI;7104;61.607.700-7;1180919;COMPRA CONVENIOS GORE 10;Los Lagos
Salud;SERVICIO SALUD DEL RELONCAVI;7104;61.602.264-4;2494;HOSPITAL PUERTO MONTT;Los Lagos
Salud;SERVICIO SALUD DEL RELONCAVI;7104;61.602.268-7;2657;HOSPITAL DE LLANQUIHUE;Los Lagos
Salud;SERVICIO SALUD DEL RELONCAVI;7104;61.602.273-3;2658;HOSPITAL CALBUCO;Los Lagos
Salud;SERVICIO SALUD DEL RELONCAVI;7104;61.602.271-7;2660;HOSPITAL DE FRESIA;Los Lagos
Salud;SERVICIO SALUD DEL RELONCAVI;7104;61.602.311-k;2661;HOSPITAL DE CHAITEN;Los Lagos
Salud;SERVICIO SALUD DEL RELONCAVI;7104;61.602.272-5;2662;HOSPITAL DE MAULLÍN;Los Lagos
Salud;SERVICIO SALUD DEL RELONCAVI;7104;61.607.700-7;2757;SERVICIO DE SALUD DEL RELONCAVI;Los Lagos
Salud;SERVICIO SALUD DEL RELONCAVI;7104;61.602.270-9;3131;HOSPITAL DE FRUTILLAR;Los Lagos
Salud;SERVICIO SALUD DEL RELONCAVI;7104;61.602.312-8;3134;HOSPITAL DE PALENA;Los Lagos
Salud;SERVICIO SALUD DEL RELONCAVI;7104;61.602.274-1;3135;SALUD HOSPITAL FUTALEUFU;Los Lagos
Salud;SERVICIO SALUD DEL RELONCAVI;7104;61.980.740-5;5820;CONSULTORIO RIO NEGRO HORNOPIREN;Los Lagos
Salud;SERVICIO SALUD DEL RELONCAVI;7104;61.607.700-7;728337;UNIDAD DE ARQUITECTURA Y OBRAS;Los Lagos
Salud;SERVICIO SALUD DEL RELONCAVI;7104;61.607.700-7;728338;UNIDAD DE INGENIERIA HOSPITALARIA;Los Lagos
Salud;SERVICIO SALUD DEL RELONCAVI;7104;61.607.700-7;902539;SAMU REGIONAL;Los Lagos
Salud;SERVICIO SALUD DEL RELONCAVI;7104;61.607.700-7;955084;UNIDAD DE ADMINISTRACIÓN INTERNA;Los Lagos
Municipalidades;CORPORACIÓN MUNICIPAL DE LA FLORIDA;7105;70.933.700-9;1186;CORPORACIÓN MUNICIPAL DE LA FLORIDA;Metropolitana
Municipalidades;CORPORACIÓN MUNICIPAL DE LA FLORIDA;7105;70.933.700-9;2219;CORPORACIÓN MUNICIPAL DE LA FLORIDA;Metropolitana
Salud;SERVICIO DE SALUD VALDIVIA;7106;61.607.500-4;1031854;COMPRA CONJUNTA SNSS;Los Ríos
Salud;SERVICIO DE SALUD VALDIVIA;7106;61.607.500-4;1057545;BIENES Y SERVICIOS;Los Ríos
Salud;SERVICIO DE SALUD VALDIVIA;7106;61.607.500-4;1057546;BIENES Y SERVICIOS;Los Ríos
Salud;SERVICIO DE SALUD VALDIVIA;7106;61.607.500-4;1057740;BIENESTAR;Los Ríos
Salud;SERVICIO DE SALUD VALDIVIA;7106;61.607.500-4;1057935;ACTIVOS FIJOS;Los Ríos
Salud;SERVICIO DE SALUD VALDIVIA;7106;61.607.500-4;1057980;OBRAS CIVILES;Los Ríos
Salud;SERVICIO DE SALUD VALDIVIA;7106;61.607.500-4;1058133;FÁRMARCOS;Los Ríos
Salud;SERVICIO DE SALUD VALDIVIA;7106;61.607.500-4;1067654;FARMARCOS-1;Los Ríos
Salud;SERVICIO DE SALUD VALDIVIA;7106;61.607.500-4;1077218;ADMINISTRACIÓN FONDOS;Los Ríos
Salud;SERVICIO DE SALUD VALDIVIA;7106;61.607.500-4;1180922;COMPRA CONVENIO GORE VALDIVIA;Los Ríos
Salud;SERVICIO DE SALUD VALDIVIA;7106;61.607.500-4;1187;SERVICIO DE BIENESTAR DEL PERSONAL;Los Ríos
Salud;SERVICIO DE SALUD VALDIVIA;7106;61.607.500-4;2765;SERVICIO DE SALUD VALDIVIA;Los Ríos
Salud;SERVICIO DE SALUD VALDIVIA;7106;61.607.500-4;5068;CONSULTORIO EXTERNO VALDIVIA;Los Ríos
Salud;SERVICIO DE SALUD VALDIVIA;7106;61.607.500-4;893254;SERVICIO DE SALUD VALDIVIA;Los Ríos
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.000-K;1074548;SII DR20 DIRECCIÓN REGIONAL CHILLÁN;Ñuble
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.435-8;1074550;BIENESTAR SII - DR CHILLÁN;Ñuble
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.000-K;1077161;SII PASAJES AÉREOS;Metropolitana
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.000-K;1121675;SII DIRECCIÓN GRANDES CONTRIBUYENTES;Metropolitana
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.000-k;1414;SII DR07 DIRECCIÓN REGIONAL TALCA;Maule
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.000-k;2530;SII DR01 DIRECCIÓN REGIONAL IQUIQUE;Tarapacá
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.000-k;2542;SII DR14 DIRECCIÓN REGIONAL SANTIAGO PONIENTE;Metropolitana
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.000-k;2546;SII DR08 DIRECCIÓN REGIONAL CONCEPCIÓN;Bío-Bío
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.000-k;2547;SII DR09 DIRECCIÓN REGIONAL TEMUCO;Araucanía
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.000-K;2601;SII DIRECCIÓN NACIONAL;Metropolitana
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.000-k;2682;SII DR11 DIRECCIÓN REGIONAL COYHAIQUE;Aysén
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.000-k;2683;SII DR12 DIRECCIÓN REGIONAL PUNTA ARENAS;Magallanes y Antártica
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.000-k;2686;SII DR16 DIRECCIÓN REGIONAL SANTIAGO SUR;Metropolitana
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.000-k;2690;SII DR02 DIRECCIÓN REGIONAL ANTOFAGASTA;Antofagasta
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.000-k;2728;SII DR06 DIRECCIÓN REGIONAL RANCAGUA;Lib. Gral. Bdo. O'Higgins
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.000-k;3077;SII DR15 DIRECCIÓN REGIONAL SANTIAGO ORIENTE;Metropolitana
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.000-k;3088;SII DR13 DIRECCIÓN REGIONAL SANTIAGO CENTRO;Metropolitana
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.000-k;3090;SII DR10 DIRECCIÓN REGIONAL PUERTO MONTT;Los Lagos
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.000-k;3150;SII DR05 DIRECCIÓN REGIONAL  VALPARAÍSO;Valparaíso
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.000-k;3167;SII DR03 DIRECCIÓN REGIONAL COPIAPÓ;Atacama
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.000-k;3203;SII DR04 DIRECCIÓN REGIONAL LA SERENA;Coquimbo
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.000-k;516771;SII DR18 DIRECCIÓN REGIONAL ARICA;Arica y Parinacota
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.000-k;593649;SII DR17 DIRECCION REGIONAL VALDIVIA;Los Ríos
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.000-k;791756;SII DR19 DIRECCION REGIONAL SANTIAGO NORTE;Metropolitana
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.435-8;972845;BIENESTAR SII - DN;Metropolitana
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.435-8;973150;BIENESTAR SII - DR IQUIQUE;Tarapacá
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.435-8;973151;BIENESTAR SII - DR ANTOFAGASTA;Antofagasta
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.435-8;973152;BIENESTAR SII - DR COPIAPÓ;Atacama
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.435-8;973153;BIENESTAR SII - DR LA SERENA;Coquimbo
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.435-8;973154;BIENESTAR SII - DR VALPARAÍSO;Valparaíso
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.435-8;973155;BIENESTAR SII - DR RANCAGUA;Lib. Gral. Bdo. O'Higgins
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.435-8;973167;BIENESTAR SII - DR TALCA;Maule
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.435-8;973168;BIENESTAR SII - DR CONCEPCIÓN;Bío-Bío
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.435-8;973170;BIENESTAR SII - DR TEMUCO;Araucanía
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.435-8;973172;BIENESTAR SII - DR COYHAIQUE;Aysén
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.435-8;973174;BIENESTAR SII - DR PUERTO MONTT;Los Lagos
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.435-8;973175;BIENESTAR SII - DR PUNTA ARENAS;Magallanes y Antártica
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.435-8;973176;BIENESTAR SII - DRMS CENTRO;Metropolitana
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.435-8;973177;BIENESTAR SII - DRMS PONIENTE;Metropolitana
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.435-8;973178;BIENESTAR SII - DRMS ORIENTE;Metropolitana
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.435-8;973179;BIENESTAR SII - DRMS SUR;Metropolitana
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.435-8;973180;BIENESTAR SII - DR VALDIVIA;Los Ríos
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.435-8;973181;BIENESTAR SII - DR ARICA;Arica y Parinacota
Gob. Central, Universidades;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;7113;60.803.435-8;973182;BIENESTAR SII - DRMS NORTE;Metropolitana
Gob. Central, Universidades;SUPERINTENDENCIA DE SEGURIDAD SOCIAL;7114;61.509.000-k;1195;SUPERINTENDENCIA DE S. S.;Tarapacá
Gob. Central, Universidades;SUPERINTENDENCIA DE SEGURIDAD SOCIAL;7114;61.509.000-k;2603;SUPERINTENDENCIA DE SEGURIDAD SOCIAL;Maule
Gob. Central, Universidades;SUPERINTENDENCIA DE SEGURIDAD SOCIAL;7114;61.509.000-k;840793;UNIDAD DE BIENESTAR;Metropolitana
Gob. Central, Universidades;DELEGACIÓN PRESIDENCIAL REGIONAL DE ATACAMA;7115;60.511.030-4;1196;INTENDENCIA III REGIÓN, ATACAMA ;Atacama
Gob. Central, Universidades;DELEGACIÓN PRESIDENCIAL REGIONAL DE ATACAMA;7115;60.511.030-4;2608;DELEGACIÓN PRESIDENCIAL REGIONAL DE ATACAMA;Atacama
Gob. Central, Universidades;DELEGACIÓN PRESIDENCIAL REGIONAL DE ATACAMA;7115;60.511.030-4;550999;ORASMI-DELEGACIÓN PRESIDENCIAL REGIONAL DE ATACAMA;Atacama
FFAA;DIRECCION GENERAL DE MOVILIZACIONN NACIONAL;7127;61.110.000-0;2862;DIRECCIÓN GENERAL DE MOVILIZACIÓN NACIONAL - DGMN;Metropolitana
Gob. Central, Universidades;DEFENSA CIVIL DE CHILE;7129;61.109.000-5;2941;DEFENSA CIVIL DE CHILE;Metropolitana
Salud;HOSPITAL ORIENTE DR LUIS TISNE BROUSSE;7130;61.959.800-8;1057492;BIENES Y SERVICIOS;Metropolitana
Salud;HOSPITAL ORIENTE DR LUIS TISNE BROUSSE;7130;61.959.800-8;1057882;ACTIVOS FIJOS;Metropolitana
Salud;HOSPITAL ORIENTE DR LUIS TISNE BROUSSE;7130;61.959.800-8;1058088;FÁRMARCOS;Metropolitana
Salud;HOSPITAL ORIENTE DR LUIS TISNE BROUSSE;7130;61.959.800-8;2954;HOSPITAL SANTIAGO ORIENTE DR. LUIS TISNE BROUSSE;Metropolitana
Salud;SERVICIO DE SALUD ARAUCANIA SUR HOSPITAL CARAHUE;7131;61.602.246-6;1057591;BIENESTAR;Araucanía
Salud;SERVICIO DE SALUD ARAUCANIA SUR HOSPITAL CARAHUE;7131;61.602.246-6;1089518;ADMINISTRACIÓN DE FONDOS;Araucanía
Salud;SERVICIO DE SALUD ARAUCANIA SUR HOSPITAL CARAHUE;7131;61.602.246-6;2946;HOSPITAL CARAHUE;Araucanía
Salud;HOSPITAL VILLARRICA;7132;61.602.248-2;2947;HOSPITAL VILLARRICA;Araucanía
Salud;CONSULTORIO MIRAFLORES;7133;70.744.700-1;1057598;BIENESTAR;Araucanía
Salud;CONSULTORIO MIRAFLORES;7133;70.744.700-1;1058013;FOFAR Y MINISTERIALES;Araucanía
Salud;CONSULTORIO MIRAFLORES;7133;70.744.700-1;1102769;ADMINISTRACIÓN DE FONDOS;Araucanía
Salud;CONSULTORIO MIRAFLORES;7133;70.744.700-1;1119426;DIRECCIÓN SSASUR;Araucanía
Salud;CONSULTORIO MIRAFLORES;7133;70.744.700-1;2378;CONSULTORIO MIRAFLORES;Araucanía
Gob. Central, Universidades;DELEGACIÓN PRESIDENCIAL PROVINCIAL DE CAPITÁN PRAT;7134;60.511.113-0;1215;COMPRAS FONDO ORASMI;Aysén
Gob. Central, Universidades;DELEGACIÓN PRESIDENCIAL PROVINCIAL DE CAPITÁN PRAT;7134;60.511.113-0;2401;DELEGACIÓN PRESIDENCIAL PROVINCIAL DE CAPITÁN PRAT;Aysén
Municipalidades;I MUNICIPALIDAD SAN JOAQUIN;7135;69.254.600-8;1216;ILUSTRE MUNICIPALIDAD DE SAN JOAQUIN;Metropolitana
Salud;CENTRO DE REFERENCIA DE SALUD DE PENALOLEN CORDILLERA ORIENTE;7136;61.953.200-7;2968;CRS DE PEÑALOLEN CORDILLERA ORIENTE;Metropolitana
Salud;CENTRO DE REFERENCIA DE SALUD DE PENALOLEN CORDILLERA ORIENTE;7136;61.953.200-7;3219;DEPTO. DE OPERACIONES;Metropolitana
Salud;CENTRO DE REFERENCIA DE SALUD DE PENALOLEN CORDILLERA ORIENTE;7136;61.953.200-7;6204;BIENESTAR CRS;Metropolitana
Salud;HOSPITAL COMUNITARIO DE SALUD FAMILIAR DE BULNES;7137;61.607.003-7;1057511;BIENES Y SERVICIOS;Ñuble
Salud;HOSPITAL COMUNITARIO DE SALUD FAMILIAR DE BULNES;7137;61.607.003-7;1057706;BIENESTAR;Ñuble
Salud;HOSPITAL COMUNITARIO DE SALUD FAMILIAR DE BULNES;7137;61.607.003-7;1057901;ACTIVOS FIJOS;Ñuble
Salud;HOSPITAL COMUNITARIO DE SALUD FAMILIAR DE BULNES;7137;61.607.003-7;1058104;FÁRMARCOS;Ñuble
Salud;HOSPITAL COMUNITARIO DE SALUD FAMILIAR DE BULNES;7137;61.607.003-7;1058580;COMPRA CONJUNTA SNSS;Ñuble
Salud;HOSPITAL COMUNITARIO DE SALUD FAMILIAR DE BULNES;7137;61.607.003-7;1098974;ADMINISTRACIÓN DE FONDOS;Ñuble
Salud;HOSPITAL COMUNITARIO DE SALUD FAMILIAR DE BULNES;7137;61.607.003-7;1099461;FONDOS EXTRAPRESUPUESTARIOS;Ñuble
Salud;HOSPITAL COMUNITARIO DE SALUD FAMILIAR DE BULNES;7137;61.607.003-7;2969;HOSPITAL DE BULNES;Ñuble
Salud;SERVICIO DE SALUD NUBLE HOSPITAL DE EL C;7139;61.607.006-1;1057514;BIENES Y SERVICIOS;Ñuble
Salud;SERVICIO DE SALUD NUBLE HOSPITAL DE EL C;7139;61.607.006-1;1057709;BIENESTAR;Ñuble
Salud;SERVICIO DE SALUD NUBLE HOSPITAL DE EL C;7139;61.607.006-1;1057904;ACTIVOS FIJOS;Ñuble
Salud;SERVICIO DE SALUD NUBLE HOSPITAL DE EL C;7139;61.607.006-1;1058107;FÁRMARCOS;Ñuble
Salud;SERVICIO DE SALUD NUBLE HOSPITAL DE EL C;7139;61.607.006-1;1058583;COMPRA CONJUNTA;Ñuble
Salud;SERVICIO DE SALUD NUBLE HOSPITAL DE EL C;7139;61.607.006-1;1077365;ADMINISTRACIÓN DE FONDOS;Ñuble
Salud;SERVICIO DE SALUD NUBLE HOSPITAL DE EL C;7139;61.607.006-1;2970;HOSPITAL EL CARMEN;Ñuble
Gob. Central, Universidades;DELEGACIÓN PRESIDENCIAL PROVINCIAL DEL BIOBÍO;7140;60.511.084-3;2971;GOBERNACIÓN PROVINCIAL DEL BÍO-BÍO;Bío-Bío
Salud;SERVICIO DE SALUD DEL MAULE;7141;61.606.900-4;1077676;ADMINISTRACIÓN DE FONDOS;Maule
Salud;SERVICIO DE SALUD DEL MAULE;7141;61.606.900-4;1180828;COMPRAS CONVENIO GORE SSMAULE;Maule
Salud;SERVICIO DE SALUD DEL MAULE;7141;61.606.900-4;2973;SERVICIO DE SALUD DEL MAULE;Maule
Salud;SERVICIO DE SALUD DEL MAULE;7141;61.606.900-4;3184;DPTO. R. FÍSICOS DIRECCIÓN SERV. SALUD DEL MAULE;Maule
Salud;SERVICIO DE SALUD DEL MAULE;7141;61.606.900-4;3201;BIENESTAR, DIRECC. SERV. SALUD DEL MAULE;Maule
Salud;SERVICIO DE SALUD DEL MAULE;7141;61.606.900-4;6314;ABASTECIMIENTO RED DEL MAULE;Maule
Gob. Central, Universidades;GOBERNACIÓN PROVINCIAL DE ÑUBLE;7142;60.511.081-9;2415;GOBERNACIÓN PROVINCIAL DE ÑUBLE;Ñuble
Gob. Central, Universidades;GOBERNACIÓN PROVINCIAL DE ÑUBLE;7142;60.511.081-9;555028;ORASMI 84-0;Ñuble
Salud;CONSULTORIO GENERAL URBANO VIOLETA PARRA;7144;61.931.800-5;1062448;BIENES Y SERVICIOS;Ñuble
Salud;CONSULTORIO GENERAL URBANO VIOLETA PARRA;7144;61.931.800-5;1062455;COMPRAS CONJUNTAS;Ñuble
Salud;CONSULTORIO GENERAL URBANO VIOLETA PARRA;7144;61.931.800-5;1062456;FÁRMACOS;Ñuble
Salud;CONSULTORIO GENERAL URBANO VIOLETA PARRA;7144;61.931.800-5;1062457;ACTIVOS FIJOS;Ñuble
Salud;CONSULTORIO GENERAL URBANO VIOLETA PARRA;7144;61.931.800-5;1077606;ADMINISTRACIÓN DE FONDOS;Ñuble
Salud;CONSULTORIO GENERAL URBANO VIOLETA PARRA;7144;61.931.800-5;2450;CONSULTORIO GRAL. URBANO VIOLETA PARRA;Ñuble
Gob. Central, Universidades;GOBERNACIÓN PROVINCIAL DE COPIAPÓ;7145;60.511.031-2;1226;G.P.C.;Atacama
Municipalidades;I MUNICIPALIDAD DE COIHUECO;7146;69.141.100-1;1227;DEPARTAMENTO DE ADMINISTRACIÓN Y FINANZAS;Ñuble
Municipalidades;I MUNICIPALIDAD DE COIHUECO;7146;69.141.100-1;2464;SECRETARÍA COMUNAL DE PLANIFICACIÓN;Ñuble
Municipalidades;I MUNICIPALIDAD DE COIHUECO;7146;69.141.102-8;5510;DEPARTAMENTO DE SALUD;Ñuble
Municipalidades;I MUNICIPALIDAD DE COIHUECO;7146;69.141.101-k;5511;DEPARTAMENTO DE EDUCACION;Ñuble
Municipalidades;I MUNICIPALIDAD DE COIHUECO;7146;69.141.100-1;6215;DIRECCION DE OBRAS;Ñuble
Gob. Central, Universidades;UNIVERSIDAD DE TALCA;7147;70.885.500-6;2465;UNIVERSIDAD DE TALCA;Maule
Gob. Central, Universidades;UNIVERSIDAD DE TALCA;7147;70.885.500-6;296147;CAMPUS SANTIAGO UTAL;Metropolitana
Gob. Central, Universidades;UNIVERSIDAD DE TALCA;7147;70.885.500-6;5740;BIBLIOTECA CENTRAL UTALCA;Maule
Gob. Central, Universidades;DELEGACIÓN PRESIDENCIAL PROVINCIAL DE LA ANTÁRTICA CHILENA;7148;60.511.124-6;2466;DELEGACIÓN PRESIDENCIAL PROVINCIAL DE LA ANTÁRTICA;Magallanes y Antártica
Gob. Central, Universidades;DELEGACIÓN PRESIDENCIAL PROVINCIAL DE HUASCO;7150;60.511.033-9;3019;GOBERNACIÓN PROVINCIAL DE HUASCO;Atacama
Gob. Central, Universidades;GOBERNACION PROVINCIAL DE ANTOFAGASTA;7151;60.511.022-3;1232;GOB  PROVINCIAL - CHILE SOLIDARIO;Antofagasta
Gob. Central, Universidades;GOBERNACION PROVINCIAL DE ANTOFAGASTA;7151;60.511.022-3;3020;GOBERNACIÓN PROVINCIAL ANTOFAGASTA;Antofagasta
Gob. Central, Universidades;GOBERNACION PROVINCIAL DE ANTOFAGASTA;7151;60.511.022-3;597886;PROGRAMA FONDOS ORASMI;Antofagasta
Gob. Central, Universidades;GOBERNACION PROVINCIAL DE ANTOFAGASTA;7151;60.511.022-3;6310;GOB PROVINCIAL ANTOF PROGRAMAS VARIOS;Antofagasta
Gob. Central, Universidades;CORPORACIÓN DE ASISTENCIA JUDICIAL RM;7152;70.786.200-9;2473;CORPORACIÓN DE ASISTENCIA JUDICIAL RM;Metropolitana
Salud;SERVICIO SALUD VINA DEL MAR QUILLOTA;7153;61.606.600-5;1078044;ADMINISTRACION DE FONDOS;Valparaíso
Salud;SERVICIO SALUD VINA DEL MAR QUILLOTA;7153;61.606.600-5;1180837;COMPRAS CONVENIO GORE QUINTA REGION;Valparaíso
Salud;SERVICIO SALUD VINA DEL MAR QUILLOTA;7153;61.606.600-5;3021;SERVICIO DE SALUD VIÑA DEL MAR - QUILLOTA;Valparaíso
Salud;SERVICIO SALUD VINA DEL MAR QUILLOTA;7153;61.606.613-7;567266;SERVICIO DE BIENESTAR;Valparaíso
Gob. Central, Universidades;DELEGACIÓN PRESIDENCIAL PROVINCIAL DE CHAÑARAL;7155;60.511.032-0;3030;DELEGACIÓN PRESIDENCIAL PROVINCIAL DE CHAÑARAL;Atacama
Salud;SERVICIO DE SALUD DE LA ARAUCANIA SUR HOSPITAL LONCOCHE;7156;61.602.247-4;3031;HOSPITAL DE LONCOCHE;Araucanía
Municipalidades;I MUNICIPALIDAD DE SAN NICOLAS;7158;69.140.800-0;2489;I MUNICIPALIDAD DE SAN NICOLAS;Ñuble
Municipalidades;I MUNICIPALIDAD DE SAN NICOLAS;7158;69.140.801-9;5512;I. MUNICIPALIDAD DE SAN NICOLAS - EDUCACIÓN;Ñuble
Municipalidades;I MUNICIPALIDAD DE SAN NICOLAS;7158;69.140.802-7;5622;I. MUNICIPALIDAD DE SAN NICOLAS - DEPTO. SALUD;Ñuble
Municipalidades;I MUNICIPALIDAD DE LOS LAGOS;7159;69.200.600-3;1240;ILUSTRE MUNICIPALIDAD DE LOS LAGOS;Los Ríos
Municipalidades;I MUNICIPALIDAD DE LOS LAGOS;7159;69.200.600-3;2719;ILUSTRE MUNICIPALIDAD DE LOS LAGOS;Los Ríos
Municipalidades;I MUNICIPALIDAD DE LOS LAGOS;7159;69.200.600-3;3949;UNIDAD DE SALUD;Los Ríos
Municipalidades;I MUNICIPALIDAD DE LOS LAGOS;7159;69.200.600-3;4573;DEPTO. DE EDUCACION;Los Ríos
Municipalidades;I MUNICIPALIDAD DE LOS LAGOS;7159;69.200.600-3;5679;SERVICIO DE BIENESTAR;Los Ríos
Municipalidades;I MUNICIPALIDAD DE LOS LAGOS;7159;69.200.600-3;834957;UNIDAD BIENESTAR SALUD;Los Ríos
Gob. Central, Universidades;GOBIERNO REGIONAL V REGION;7172;72.235.100-2;1832;GOBIERNO REGIONAL DE VALPARAISO - V REGIÓN;Valparaíso
Gob. Central, Universidades;GOBIERNO REGIONAL V REGION;7172;72.235.100-2;549122;SERVICIO DE BIENESTAR;Valparaíso
Gob. Central, Universidades;GOBIERNO REGIONAL V REGION;7172;72.235.100-2;897775;DEPARTAMENTO DE INVERSIONES - DACG;Valparaíso
Gob. Central, Universidades;CAJA DE PREVISION DE LA DEFENSA NACIONAL;7175;61.108.000-k;1080184;FONDO 3 EXTRA PRESUPUESTARIO;Metropolitana
Gob. Central, Universidades;CAJA DE PREVISION DE LA DEFENSA NACIONAL;7175;61.108.000-k;1085743;FONDO 2 MEDICINA CURATIVA;Metropolitana
Gob. Central, Universidades;CAJA DE PREVISION DE LA DEFENSA NACIONAL;7175;61.108.000-k;1717;CAPREDENA;Metropolitana
Gob. Central, Universidades;CAJA DE PREVISION DE LA DEFENSA NACIONAL;7175;61.108.000-k;3238;AGENCIA REGIONAL CAPREDENA VALPARAISO;Valparaíso
